time,open,high,low,close,volume,open_interest,amount
2024-02-21 21:00:40,69220.0,69290.0,69220.0,69280.0,114359,140082.0,703993000.0
2024-02-21 21:01:20,69280.0,69290.0,69250.0,69250.0,191718,140054.0,944006000.0
2024-02-21 21:02:00,69260.0,69260.0,69240.0,69250.0,227904,140154.0,1054110000.0
2024-02-21 21:02:40,69240.0,69260.0,69240.0,69250.0,260488,140329.0,1216500000.0
2024-02-21 21:03:20,69240.0,69270.0,69230.0,69240.0,291291,140486.0,1332500000.0
2024-02-21 21:04:00,69240.0,69250.0,69230.0,69250.0,323820,140535.0,1444670000.0
2024-02-21 21:04:40,69250.0,69260.0,69240.0,69250.0,330843,140523.0,1514960000.0
2024-02-21 21:05:20,69250.0,69270.0,69250.0,69270.0,321552,140609.0,1572100000.0
2024-02-21 21:06:00,69270.0,69270.0,69250.0,69250.0,342807,140628.0,1635130000.0
2024-02-21 21:06:40,69250.0,69260.0,69240.0,69240.0,343439,140586.0,1695370000.0
2024-02-21 21:07:20,69240.0,69260.0,69240.0,69240.0,346987,140607.0,1731720000.0
2024-02-21 21:08:00,69240.0,69250.0,69230.0,69240.0,318088,140653.0,1764270000.0
2024-02-21 21:08:40,69240.0,69250.0,69230.0,69240.0,344413,140659.0,1804080000.0
2024-02-21 21:09:20,69240.0,69240.0,69220.0,69240.0,352102,140682.0,1839390000.0
2024-02-21 21:10:00,69240.0,69250.0,69240.0,69250.0,261881,140685.0,1859120000.0
2024-02-21 21:10:40,69250.0,69250.0,69240.0,69240.0,374192,140703.0,1892710000.0
2024-02-21 21:11:20,69240.0,69270.0,69240.0,69260.0,369153,140880.0,1980660000.0
2024-02-21 21:12:00,69260.0,69300.0,69260.0,69290.0,470102,141049.0,2178830000.0
2024-02-21 21:12:40,69300.0,69310.0,69290.0,69300.0,481195,141033.0,2247790000.0
2024-02-21 21:13:20,69300.0,69310.0,69300.0,69300.0,503001,141065.0,2329920000.0
2024-02-21 21:14:00,69300.0,69310.0,69290.0,69300.0,481589,141069.0,2364570000.0
2024-02-21 21:14:40,69300.0,69310.0,69290.0,69290.0,452885,141068.0,2393680000.0
2024-02-21 21:15:20,69290.0,69310.0,69290.0,69300.0,494142,141108.0,2436990000.0
2024-02-21 21:16:00,69300.0,69310.0,69300.0,69300.0,489279,141129.0,2471640000.0
2024-02-21 21:16:40,69300.0,69300.0,69280.0,69290.0,482675,141122.0,2504550000.0
2024-02-21 21:17:20,69290.0,69300.0,69290.0,69290.0,427813,141146.0,2523950000.0
2024-02-21 21:18:00,69290.0,69300.0,69290.0,69300.0,413000,141146.0,2579740000.0
2024-02-21 21:18:40,69300.0,69310.0,69290.0,69300.0,445393,141173.0,2645920000.0
2024-02-21 21:19:20,69300.0,69320.0,69290.0,69320.0,471113,141156.0,2709690000.0
2024-02-21 21:20:00,69320.0,69320.0,69300.0,69300.0,480670,141171.0,2744690000.0
2024-02-21 21:20:40,69310.0,69320.0,69300.0,69320.0,479211,141237.0,2784890000.0
2024-02-21 21:21:20,69320.0,69350.0,69310.0,69350.0,578857,141344.0,2896170000.0
2024-02-21 21:22:00,69350.0,69350.0,69330.0,69350.0,630004,141397.0,3009200000.0
2024-02-21 21:22:40,69350.0,69360.0,69340.0,69350.0,623900,141469.0,3082710000.0
2024-02-21 21:23:20,69350.0,69360.0,69350.0,69360.0,711968,141623.0,3174260000.0
2024-02-21 21:24:00,69350.0,69370.0,69350.0,69350.0,655382,141699.0,3216570000.0
2024-02-21 21:24:40,69350.0,69360.0,69350.0,69360.0,483929,141713.0,3232180000.0
2024-02-21 21:25:20,69350.0,69360.0,69340.0,69340.0,508659,141774.0,3276560000.0
2024-02-21 21:26:00,69340.0,69360.0,69340.0,69350.0,522916,141833.0,3310540000.0
2024-02-21 21:26:40,69350.0,69360.0,69340.0,69350.0,547730,141881.0,3346950000.0
2024-02-21 21:27:20,69360.0,69360.0,69340.0,69340.0,544310,141933.0,3384400000.0
2024-02-21 21:28:00,69340.0,69360.0,69340.0,69350.0,371893,141948.0,3395840000.0
2024-02-21 21:28:40,69360.0,69360.0,69350.0,69360.0,541383,141974.0,3429130000.0
2024-02-21 21:29:20,69360.0,69360.0,69350.0,69350.0,386242,141978.0,3431210000.0
2024-02-21 21:30:00,69350.0,69360.0,69350.0,69350.0,347097,141988.0,3438500000.0
2024-02-21 21:30:40,69350.0,69390.0,69350.0,69380.0,688530,142108.0,3535270000.0
2024-02-21 21:31:20,69380.0,69390.0,69380.0,69390.0,711942,142058.0,3623380000.0
2024-02-21 21:32:00,69390.0,69400.0,69380.0,69400.0,707966,142081.0,3686530000.0
2024-02-21 21:32:40,69400.0,69400.0,69390.0,69400.0,651567,142128.0,3726780000.0
2024-02-21 21:33:20,69400.0,69400.0,69390.0,69390.0,679843,142131.0,3755930000.0
2024-02-21 21:34:00,69390.0,69390.0,69380.0,69380.0,576797,142151.0,3779870000.0
2024-02-21 21:34:40,69380.0,69380.0,69360.0,69370.0,625523,142140.0,3813860000.0
2024-02-21 21:35:20,69360.0,69370.0,69340.0,69360.0,778092,142088.0,3873150000.0
2024-02-21 21:36:00,69360.0,69370.0,69350.0,69360.0,582342,142073.0,3896040000.0
